,Site1,Site2,Site3,Site4,Site5,Site6,Site7,Site8
84,1836.638889,1376.75,1685.611111,1046.333333,1355.944444,1252.333333,1115.5,1737.5
85,1160.527778,794.0555556,553.4444444,302.8611111,956.6111111,354.5,494.5,1646.527778
86,1474,747.4444444,762.8055556,829.5277778,1790.638889,859.4722222,884.9166667,1897.805556
87,1431.166667,994.1666667,570.3611111,401.0555556,556.1666667,356.2777778,379.8333333,1621.611111
88,2170.333333,502.1666667,345.6666667,329.3333333,553.1388889,295,407.1388889,3404.277778
89,1555.472222,665.9166667,407.4166667,286.5555556,1515.75,225.0555556,223.4166667,3290.777778
90,433.1388889,373.6666667,604.6388889,499.8888889,2059.888889,418.0277778,391.5,2580.305556
91,867.9722222,376.8888889,581.4722222,643.0833333,1371.166667,560.3055556,754.6944444,1471.666667
92,596.5277778,357.5555556,342.4444444,317.8611111,546.3055556,504.2222222,482.5,842.4166667
93,559.3888889,434.1388889,440.25,732.8333333,581.6666667,1325.916667,1067.555556,1056.805556
94,862.1666667,392.25,441.5833333,220.8888889,769.8333333,139.8055556,312.3888889,1897.055556
95,602.1944444,368.4166667,399.0277778,465.4444444,731.8055556,496.6666667,420.4722222,2178.583333
96,411.9722222,375.9166667,435.8888889,346.9444444,957.9722222,316.8888889,311.2222222,1301.75
97,1859.666667,1301.055556,1686.388889,1035.027778,1530.694444,986.7222222,1125.25,1808.833333
98,1051.722222,1181.361111,1157.722222,394.9722222,672.3333333,648.75,517.4722222,1426.472222
99,577.5833333,445.9444444,717.7777778,577.4722222,799.75,639.9444444,646.1944444,1180.75
100,590.6111111,1243.083333,1061.833333,283.0277778,483.4166667,263.6666667,268.5833333,1188.861111
101,1672.555556,1629.694444,1928.305556,1454.222222,2074.916667,1314.888889,1377.527778,923.4444444
102,845.4444444,1898.166667,1846.361111,814.9722222,863.9444444,878.5,730.3055556,1522
103,1360.861111,1296.055556,1341.111111,1054.166667,1191.833333,1116.5,1370.333333,1230.472222
104,1613.055556,1840.944444,1773.638889,1570.833333,2349.277778,1770.694444,1614.083333,1367.222222
105,2198.666667,1609,1927.444444,1190.527778,2115.75,699.8611111,800.0833333,1943.166667
106,2401.277778,1313,1931.722222,436.9444444,591.25,337.7777778,395.2777778,2856.694444
107,2112.388889,1196.055556,1489.027778,642.6944444,1270,698.75,757.9722222,2749.416667
108,3919.694444,2077.555556,1851.111111,813.4444444,1491.194444,678,674.5555556,4065.611111
109,1083.027778,1050.805556,638.6111111,310.8888889,1544.555556,382.1111111,584.7777778,3034.138889
